date,temp_avg
2022-05-12,65.9
2022-05-13,70.9
2022-05-14,75.0
2022-05-15,65.4
2022-05-16,60.1
2022-05-17,55.9
2022-05-18,65.9
2022-05-19,62.0
2022-05-20,63.9
2022-05-21,63.5
2022-05-22,65.7
2022-05-23,70.9
2022-05-24,67.6
2022-05-25,66.7
2022-05-26,63.5
2022-05-27,61.3
2022-05-28,66.4
2022-05-29,68.4
2022-05-30,76.0
2022-05-31,69.8
2022-06-01,73.5
2022-06-02,67.9
2022-06-03,65.4
2022-06-04,66.6
2022-06-05,67.8
2022-06-06,79.5
2022-06-07,68.0
2022-06-08,74.9
2022-06-09,68.2
2022-06-10,75.8
2022-06-11,73.9
2022-06-12,71.9
2022-06-13,72.7
2022-06-14,70.4
2022-06-15,75.1
2022-06-16,71.7
2022-06-17,68.8
2022-06-18,68.8
2022-06-19,74.8
2022-06-20,80.6
2022-06-21,75.1
2022-06-22,74.2
2022-06-23,76.0
2022-06-24,80.2
2022-06-25,76.0
2022-06-26,73.7
2022-06-27,79.9
2022-06-28,77.3
2022-06-29,81.9
2022-06-30,76.6
2022-07-01,71.1
2022-07-02,70.6
2022-07-03,82.8
2022-07-04,83.2
2022-07-05,75.7
2022-07-06,74.9
2022-07-07,82.4
2022-07-08,72.2
2022-07-09,73.1
2022-07-10,79.3
2022-07-11,75.2
2022-07-12,76.8
2022-07-13,76.2
2022-07-14,78.2
2022-07-15,82.5
2022-07-16,77.2
2022-07-17,79.5
2022-07-18,68.7
2022-07-19,76.7
2022-07-20,73.5
2022-07-21,71.9
2022-07-22,73.3
2022-07-23,75.4
2022-07-24,80.3
2022-07-25,71.3
2022-07-26,76.7
2022-07-27,74.5
2022-07-28,75.1
2022-07-29,80.3
2022-07-30,78.4
2022-07-31,81.5
2022-08-01,75.4
2022-08-02,73.1
2022-08-03,74.9
2022-08-04,76.6
2022-08-05,76.2
2022-08-06,71.0
2022-08-07,75.6
2022-08-08,76.0
2022-08-09,85.0
2022-08-10,82.2
2022-08-11,71.1
2022-08-12,73.2
2022-08-13,68.3
2022-08-14,71.6
2022-08-15,75.0
2022-08-16,78.4
2022-08-17,70.4
2022-08-18,70.5
2022-08-19,64.3
2022-08-20,72.0
2022-08-21,68.1
2022-08-22,70.0
2022-08-23,68.4
2022-08-24,71.3
2022-08-25,64.3
2022-08-26,65.2
2022-08-27,79.3
2022-08-28,65.4
2022-08-29,65.9
2022-08-30,77.3
2022-08-31,81.3
2022-09-01,64.7
2022-09-02,67.6
2022-09-03,70.1
2022-09-04,75.3
2022-09-05,64.1
2022-09-06,66.8
2022-09-07,70.5
2022-09-08,68.8
2022-09-09,65.2
2022-09-10,65.8
2022-09-11,60.5
2022-09-12,64.7
2022-09-13,64.2
2022-09-14,65.9
2022-09-15,62.3
2022-09-16,66.1
2022-09-17,67.9
2022-09-18,64.1
2022-09-19,64.5
2022-09-20,62.9
2022-09-21,62.3
2022-09-22,59.0
2022-09-23,62.8
2022-09-24,60.7
2022-09-25,69.1
2022-09-26,66.6
2022-09-27,61.4
2022-09-28,56.4
2022-09-29,54.6
2022-09-30,63.4
2022-10-01,59.3
2022-10-02,59.7
2022-10-03,50.4
2022-10-04,60.7
2022-10-05,58.4
2022-10-06,51.7
2022-10-07,53.8
2022-10-08,56.3
2022-10-09,55.1
2022-10-10,53.3
2022-10-11,53.6
2022-10-12,52.6
2022-10-13,53.8
2022-10-14,58.6
2022-10-15,42.0
2022-10-16,50.9
2022-10-17,52.1
2022-10-18,52.2
2022-10-19,49.1
2022-10-20,43.1
2022-10-21,51.0
2022-10-22,56.2
2022-10-23,42.7
2022-10-24,51.9
2022-10-25,46.7
2022-10-26,47.3
2022-10-27,42.9
2022-10-28,45.4
2022-10-29,51.5
2022-10-30,48.2
2022-10-31,52.4
2022-11-01,49.8
2022-11-02,46.4
2022-11-03,51.2
2022-11-04,45.6
2022-11-05,46.7
2022-11-06,41.8
2022-11-07,42.9
2022-11-08,39.4
2022-11-09,45.8
2022-11-10,36.7
2022-11-11,44.2
2022-11-12,39.9
2022-11-13,45.0
2022-11-14,42.9
2022-11-15,46.8
2022-11-16,42.1
2022-11-17,32.5
2022-11-18,38.1
2022-11-19,33.4
2022-11-20,35.6
2022-11-21,43.4
2022-11-22,39.5
2022-11-23,33.9
2022-11-24,32.3
2022-11-25,36.1
2022-11-26,30.8
2022-11-27,32.6
2022-11-28,36.3
2022-11-29,39.3
2022-11-30,36.8
2022-12-01,24.9
2022-12-02,35.0
2022-12-03,33.8
2022-12-04,34.9
2022-12-05,39.4
2022-12-06,24.4
2022-12-07,30.0
2022-12-08,34.5
2022-12-09,25.5
2022-12-10,37.5
2022-12-11,32.8
2022-12-12,34.5
2022-12-13,28.6
2022-12-14,33.9
2022-12-15,34.7
2022-12-16,31.1
2022-12-17,30.9
2022-12-18,30.9
2022-12-19,26.1
2022-12-20,28.8
2022-12-21,28.6
2022-12-22,30.6
2022-12-23,32.9
2022-12-24,24.5
2022-12-25,28.0
2022-12-26,34.3
2022-12-27,25.3
2022-12-28,24.8
2022-12-29,28.8
2022-12-30,31.2
2022-12-31,27.8
2023-01-01,38.3
2023-01-02,36.3
2023-01-03,36.1
2023-01-04,34.9
2023-01-05,41.9
2023-01-06,31.7
2023-01-07,24.5
2023-01-08,38.8
2023-01-09,30.6
2023-01-10,32.8
2023-01-11,37.5
2023-01-12,25.9
2023-01-13,27.3
2023-01-14,25.8
2023-01-15,29.1
2023-01-16,34.0
2023-01-17,34.4
2023-01-18,33.4
2023-01-19,26.7
2023-01-20,23.1
2023-01-21,32.6
2023-01-22,30.5
2023-01-23,34.3
2023-01-24,35.4
2023-01-25,33.2
2023-01-26,35.7
2023-01-27,33.7
2023-01-28,35.0
2023-01-29,30.2
2023-01-30,32.4
2023-01-31,34.0
2023-02-01,36.6
2023-02-02,31.9
2023-02-03,35.7
2023-02-04,32.7
2023-02-05,33.4
2023-02-06,37.3
2023-02-07,26.2
2023-02-08,29.2
2023-02-09,28.6
2023-02-10,25.4
2023-02-11,32.2
2023-02-12,38.1
2023-02-13,34.2
2023-02-14,36.3
2023-02-15,40.1
2023-02-16,41.3
2023-02-17,35.9
2023-02-18,41.8
2023-02-19,37.0
2023-02-20,33.5
2023-02-21,34.8
2023-02-22,31.5
2023-02-23,34.1
2023-02-24,36.5
2023-02-25,41.4
2023-02-26,45.4
2023-02-27,33.3
2023-02-28,40.6
2023-03-01,35.2
2023-03-02,41.6
2023-03-03,39.5
2023-03-04,33.0
2023-03-05,44.3
2023-03-06,38.5
2023-03-07,39.1
2023-03-08,37.3
2023-03-09,39.3
2023-03-10,44.0
2023-03-11,41.9
2023-03-12,44.3
2023-03-13,44.8
2023-03-14,49.0
2023-03-15,42.7
2023-03-16,38.5
2023-03-17,49.1
2023-03-18,43.8
2023-03-19,50.0
2023-03-20,47.5
2023-03-21,45.8
2023-03-22,48.1
2023-03-23,54.9
2023-03-24,55.8
2023-03-25,48.2
2023-03-26,48.9
2023-03-27,53.0
2023-03-28,45.7
2023-03-29,50.8
2023-03-30,49.8
2023-03-31,51.6
2023-04-01,47.4
2023-04-02,44.8
2023-04-03,43.3
2023-04-04,47.5
2023-04-05,50.6
2023-04-06,51.7
2023-04-07,61.0
2023-04-08,58.1
2023-04-09,50.3
2023-04-10,55.9
2023-04-11,53.3
2023-04-12,54.3
2023-04-13,56.6
2023-04-14,58.7
2023-04-15,55.3
2023-04-16,61.4
2023-04-17,53.0
2023-04-18,58.0
2023-04-19,68.8
2023-04-20,59.7
2023-04-21,65.0
2023-04-22,60.1
2023-04-23,62.4
2023-04-24,60.3
2023-04-25,60.3
2023-04-26,58.3
2023-04-27,63.5
2023-04-28,58.8
2023-04-29,65.3
2023-04-30,67.4
2023-05-01,65.0
2023-05-02,62.8
2023-05-03,66.1
2023-05-04,63.5
2023-05-05,68.9
2023-05-06,58.2
2023-05-07,64.6
2023-05-08,58.4
2023-05-09,60.8
2023-05-10,72.6
2023-05-11,71.1
2023-05-12,65.1
2023-05-13,62.3
2023-05-14,56.9
2023-05-15,66.9
2023-05-16,79.2
2023-05-17,71.6
2023-05-18,68.0
2023-05-19,72.4
2023-05-20,64.7
2023-05-21,70.1
2023-05-22,72.1
2023-05-23,71.7
2023-05-24,75.5
2023-05-25,74.1
2023-05-26,75.7
2023-05-27,70.6
2023-05-28,77.3
2023-05-29,80.5
2023-05-30,70.4
2023-05-31,71.1
2023-06-01,80.3
2023-06-02,74.5
2023-06-03,81.2
2023-06-04,74.1
2023-06-05,81.9
2023-06-06,76.9
2023-06-07,77.7
2023-06-08,83.2
2023-06-09,75.7
2023-06-10,73.7
2023-06-11,75.9
2023-06-12,79.8
2023-06-13,71.9
2023-06-14,81.0
2023-06-15,76.5
2023-06-16,83.5
2023-06-17,69.5
2023-06-18,76.1
2023-06-19,72.7
2023-06-20,76.4
2023-06-21,80.9
2023-06-22,79.3
2023-06-23,79.2
2023-06-24,79.7
2023-06-25,81.4
2023-06-26,76.7
2023-06-27,83.7
2023-06-28,83.6
2023-06-29,82.7
2023-06-30,83.5
2023-07-01,82.5
2023-07-02,89.6
2023-07-03,81.2
2023-07-04,80.4
2023-07-05,78.7
2023-07-06,77.7
2023-07-07,76.9
2023-07-08,78.4
2023-07-09,81.8
2023-07-10,83.4
2023-07-11,82.3
2023-07-12,79.1
2023-07-13,85.8
2023-07-14,85.2
2023-07-15,81.6
2023-07-16,79.6
2023-07-17,84.4
2023-07-18,83.0
2023-07-19,76.4
2023-07-20,81.9
2023-07-21,83.2
2023-07-22,78.5
2023-07-23,82.9
2023-07-24,76.2
2023-07-25,87.3
2023-07-26,86.9
2023-07-27,80.8
2023-07-28,83.2
2023-07-29,72.0
2023-07-30,77.0
2023-07-31,80.3
2023-08-01,77.1
2023-08-02,84.1
2023-08-03,89.1
2023-08-04,76.3
2023-08-05,77.5
2023-08-06,81.7
2023-08-07,87.0
2023-08-08,75.5
2023-08-09,81.3
2023-08-10,87.4
2023-08-11,73.3
2023-08-12,74.6
2023-08-13,77.8
2023-08-14,77.2
2023-08-15,82.4
2023-08-16,79.9
2023-08-17,71.6
2023-08-18,80.5
2023-08-19,75.9
2023-08-20,83.1
2023-08-21,75.3
2023-08-22,75.0
2023-08-23,79.4
2023-08-24,80.1
2023-08-25,78.5
2023-08-26,69.7
2023-08-27,78.3
2023-08-28,71.8
2023-08-29,76.6
2023-08-30,69.6
2023-08-31,76.8
2023-09-01,71.5
2023-09-02,69.3
2023-09-03,76.9
2023-09-04,74.7
2023-09-05,71.0
2023-09-06,78.9
2023-09-07,71.0
2023-09-08,72.6
2023-09-09,73.2
2023-09-10,69.3
2023-09-11,73.3
2023-09-12,68.9
2023-09-13,69.0
2023-09-14,75.8
2023-09-15,65.8
2023-09-16,59.9
2023-09-17,75.6
2023-09-18,79.0
2023-09-19,66.8
2023-09-20,60.3
2023-09-21,66.4
2023-09-22,66.1
2023-09-23,66.1
2023-09-24,62.0
2023-09-25,68.4
2023-09-26,67.8
2023-09-27,59.3
2023-09-28,67.6
2023-09-29,72.6
2023-09-30,64.7
2023-10-01,62.3
2023-10-02,62.6
2023-10-03,65.2
2023-10-04,55.4
2023-10-05,62.6
2023-10-06,59.9
2023-10-07,68.5
2023-10-08,60.0
2023-10-09,66.9
2023-10-10,55.4
2023-10-11,61.7
2023-10-12,60.2
2023-10-13,55.0
2023-10-14,58.8
2023-10-15,62.5
2023-10-16,55.9
2023-10-17,50.0
2023-10-18,56.3
2023-10-19,52.3
2023-10-20,54.1
2023-10-21,54.8
2023-10-22,47.8
2023-10-23,47.8
2023-10-24,55.7
2023-10-25,51.3
2023-10-26,42.7
2023-10-27,55.7
2023-10-28,53.2
2023-10-29,48.8
2023-10-30,46.0
2023-10-31,54.2
2023-11-01,51.8
2023-11-02,59.5
2023-11-03,51.3
2023-11-04,50.8
2023-11-05,48.1
2023-11-06,51.7
2023-11-07,50.5
2023-11-08,52.6
2023-11-09,45.1
2023-11-10,45.1
2023-11-11,44.5
2023-11-12,49.2
2023-11-13,51.6
2023-11-14,43.4
2023-11-15,43.2
2023-11-16,45.8
2023-11-17,43.2
2023-11-18,47.6
2023-11-19,34.4
2023-11-20,39.8
2023-11-21,39.6
2023-11-22,33.1
2023-11-23,38.2
2023-11-24,38.0
2023-11-25,40.5
2023-11-26,45.5
2023-11-27,39.7
2023-11-28,36.3
2023-11-29,39.8
2023-11-30,44.0
2023-12-01,35.5
2023-12-02,35.5
2023-12-03,41.1
2023-12-04,37.7
2023-12-05,40.9
2023-12-06,38.0
2023-12-07,40.5
2023-12-08,33.3
2023-12-09,37.2
2023-12-10,36.1
2023-12-11,31.8
2023-12-12,30.2
2023-12-13,39.0
2023-12-14,34.6
2023-12-15,31.7
2023-12-16,35.2
2023-12-17,39.9
2023-12-18,26.0
2023-12-19,29.0
2023-12-20,31.1
2023-12-21,40.4
2023-12-22,35.5
2023-12-23,37.3
2023-12-24,29.5
2023-12-25,29.4
2023-12-26,35.5
2023-12-27,33.8
2023-12-28,35.7
2023-12-29,32.6
2023-12-30,34.3
2023-12-31,33.7
2024-01-01,36.7
2024-01-02,36.7
2024-01-03,26.9
2024-01-04,24.3
2024-01-05,37.2
2024-01-06,37.9
2024-01-07,29.0
2024-01-08,25.6
2024-01-09,33.4
2024-01-10,36.6
2024-01-11,40.1
2024-01-12,34.9
2024-01-13,31.3
2024-01-14,29.3
2024-01-15,32.9
2024-01-16,31.6
2024-01-17,28.8
2024-01-18,41.1
2024-01-19,40.0
2024-01-20,37.5
2024-01-21,29.3
2024-01-22,36.4
2024-01-23,35.6
2024-01-24,34.9
2024-01-25,38.2
2024-01-26,35.8
2024-01-27,36.3
2024-01-28,36.0
2024-01-29,34.9
2024-01-30,26.5
2024-01-31,34.1
2024-02-01,31.7
2024-02-02,28.9
2024-02-03,40.9
2024-02-04,41.2
2024-02-05,39.9
2024-02-06,35.6
2024-02-07,40.2
2024-02-08,35.0
2024-02-09,35.9
2024-02-10,30.9
2024-02-11,37.1
2024-02-12,35.9
2024-02-13,30.7
2024-02-14,35.9
2024-02-15,36.0
2024-02-16,43.7
2024-02-17,40.3
2024-02-18,37.0
2024-02-19,38.2
2024-02-20,37.6
2024-02-21,36.9
2024-02-22,33.6
2024-02-23,37.6
2024-02-24,35.5
2024-02-25,33.8
2024-02-26,41.1
2024-02-27,40.9
2024-02-28,32.5
2024-02-29,39.5
2024-03-01,44.2
2024-03-02,44.8
2024-03-03,45.0
2024-03-04,41.3
2024-03-05,38.1
2024-03-06,37.5
2024-03-07,43.6
2024-03-08,44.0
2024-03-09,48.0
2024-03-10,47.6
2024-03-11,43.0
2024-03-12,38.9
2024-03-13,43.0
2024-03-14,45.5
2024-03-15,44.2
2024-03-16,43.1
2024-03-17,46.8
2024-03-18,44.1
2024-03-19,44.0
2024-03-20,48.1
2024-03-21,45.7
2024-03-22,48.6
2024-03-23,49.2
2024-03-24,43.9
2024-03-25,46.9
2024-03-26,55.0
2024-03-27,45.0
2024-03-28,41.6
2024-03-29,43.0
2024-03-30,51.0
2024-03-31,51.4
2024-04-01,51.3
2024-04-02,57.0
2024-04-03,41.9
2024-04-04,54.6
2024-04-05,59.7
2024-04-06,49.3
2024-04-07,52.7
2024-04-08,51.7
2024-04-09,51.5
2024-04-10,54.2
2024-04-11,61.7
2024-04-12,63.7
2024-04-13,55.5
2024-04-14,64.9
2024-04-15,57.8
2024-04-16,65.1
2024-04-17,58.2
2024-04-18,59.5
2024-04-19,60.9
2024-04-20,72.6
2024-04-21,63.7
2024-04-22,57.9
2024-04-23,65.0
2024-04-24,60.1
2024-04-25,60.0
2024-04-26,66.0
2024-04-27,62.9
2024-04-28,64.3
2024-04-29,63.7
2024-04-30,65.4
2024-05-01,66.2
2024-05-02,57.2
2024-05-03,68.0
2024-05-04,61.8
2024-05-05,60.4
2024-05-06,66.3
2024-05-07,67.3
2024-05-08,64.6
2024-05-09,71.1
2024-05-10,62.8
2024-05-11,66.9
2024-05-12,66.6
2024-05-13,69.1
2024-05-14,70.8
2024-05-15,66.0
2024-05-16,73.3
2024-05-17,71.0
2024-05-18,63.6
2024-05-19,63.7
2024-05-20,71.8
2024-05-21,71.3
2024-05-22,72.2
2024-05-23,72.8
2024-05-24,74.2
2024-05-25,77.4
2024-05-26,69.5
2024-05-27,69.6
2024-05-28,70.2
2024-05-29,76.0
2024-05-30,80.2
2024-05-31,73.8
2024-06-01,65.8
2024-06-02,69.3
2024-06-03,73.1
2024-06-04,74.5
2024-06-05,75.3
2024-06-06,77.4
2024-06-07,76.3
2024-06-08,82.0
2024-06-09,75.3
2024-06-10,74.8
2024-06-11,80.4
2024-06-12,72.6
2024-06-13,80.5
2024-06-14,79.6
2024-06-15,78.8
2024-06-16,86.0
2024-06-17,77.4
2024-06-18,88.3
2024-06-19,79.3
2024-06-20,75.3
2024-06-21,80.9
2024-06-22,76.5
2024-06-23,77.9
2024-06-24,82.7
2024-06-25,83.5
2024-06-26,78.9
2024-06-27,85.5
2024-06-28,86.3
2024-06-29,87.6
2024-06-30,84.0
2024-07-01,87.5
2024-07-02,74.6
2024-07-03,81.0
2024-07-04,78.9
2024-07-05,82.9
2024-07-06,80.2
2024-07-07,81.9
2024-07-08,90.1
2024-07-09,82.0
2024-07-10,84.4
2024-07-11,81.8
2024-07-12,83.1
2024-07-13,82.8
2024-07-14,84.6
2024-07-15,87.5
2024-07-16,89.4
2024-07-17,84.1
2024-07-18,85.2
2024-07-19,78.2
2024-07-20,82.4
2024-07-21,86.5
2024-07-22,86.1
2024-07-23,83.5
2024-07-24,86.1
2024-07-25,84.5
2024-07-26,87.2
2024-07-27,83.5
2024-07-28,80.8
2024-07-29,83.5
2024-07-30,70.3
2024-07-31,83.5
2024-08-01,67.2
2024-08-02,74.8
2024-08-03,83.4
2024-08-04,83.4
2024-08-05,76.7
2024-08-06,78.3
2024-08-07,86.5
2024-08-08,78.9
2024-08-09,89.6
2024-08-10,80.5
2024-08-11,81.9
2024-08-12,86.6
2024-08-13,80.4
2024-08-14,75.7
2024-08-15,79.0
2024-08-16,79.1
2024-08-17,73.6
2024-08-18,77.8
2024-08-19,75.6
2024-08-20,82.0
2024-08-21,78.2
2024-08-22,76.7
2024-08-23,77.1
2024-08-24,78.2
2024-08-25,79.5
2024-08-26,72.8
2024-08-27,72.3
2024-08-28,80.6
2024-08-29,74.2
2024-08-30,69.9
2024-08-31,77.1
2024-09-01,76.8
2024-09-02,68.5
2024-09-03,75.3
2024-09-04,77.0
2024-09-05,75.2
2024-09-06,75.9
2024-09-07,67.4
2024-09-08,74.0
2024-09-09,71.1
2024-09-10,70.0
2024-09-11,75.1
2024-09-12,77.2
2024-09-13,78.1
2024-09-14,75.8
2024-09-15,69.7
2024-09-16,71.2
2024-09-17,72.4
2024-09-18,69.5
2024-09-19,69.1
2024-09-20,71.5
2024-09-21,67.6
2024-09-22,64.5
2024-09-23,65.4
2024-09-24,69.2
2024-09-25,66.2
2024-09-26,67.2
2024-09-27,68.1
2024-09-28,63.5
2024-09-29,67.6
2024-09-30,65.7
2024-10-01,58.8
2024-10-02,69.1
2024-10-03,60.9
2024-10-04,55.9
2024-10-05,57.9
2024-10-06,57.6
2024-10-07,61.4
2024-10-08,59.7
2024-10-09,59.0
2024-10-10,62.4
2024-10-11,60.9
2024-10-12,60.3
2024-10-13,60.3
2024-10-14,60.7
2024-10-15,49.4
2024-10-16,55.9
2024-10-17,48.2
2024-10-18,56.6
2024-10-19,56.1
2024-10-20,59.8
2024-10-21,60.0
2024-10-22,55.6
2024-10-23,52.4
2024-10-24,55.9
2024-10-25,51.4
2024-10-26,53.1
2024-10-27,56.6
2024-10-28,50.0
2024-10-29,55.1
2024-10-30,54.1
2024-10-31,47.2
2024-11-01,54.5
2024-11-02,53.0
2024-11-03,50.2
2024-11-04,46.3
2024-11-05,45.5
2024-11-06,46.4
2024-11-07,50.3
2024-11-08,43.9
2024-11-09,49.1
2024-11-10,42.0
2024-11-11,45.8
2024-11-12,46.7
2024-11-13,55.6
2024-11-14,40.0
2024-11-15,51.0
2024-11-16,45.3
2024-11-17,46.0
2024-11-18,44.5
2024-11-19,45.4
2024-11-20,42.7
2024-11-21,48.8
2024-11-22,40.8
2024-11-23,46.8
2024-11-24,39.3
2024-11-25,41.4
2024-11-26,37.0
2024-11-27,42.8
2024-11-28,46.4
2024-11-29,40.0
2024-11-30,39.2
2024-12-01,35.3
2024-12-02,38.5
2024-12-03,32.8
2024-12-04,35.2
2024-12-05,39.5
2024-12-06,43.6
2024-12-07,49.3
2024-12-08,35.4
2024-12-09,43.3
2024-12-10,38.3
2024-12-11,36.4
2024-12-12,38.5
2024-12-13,36.8
2024-12-14,36.8
2024-12-15,34.5
2024-12-16,30.3
2024-12-17,29.5
2024-12-18,38.1
2024-12-19,34.2
2024-12-20,32.8
2024-12-21,35.0
2024-12-22,38.0
2024-12-23,35.4
2024-12-24,31.8
2024-12-25,39.2
2024-12-26,40.5
2024-12-27,36.0
2024-12-28,37.8
2024-12-29,38.8
2024-12-30,38.2
2024-12-31,36.0
2025-01-01,27.3
2025-01-02,26.8
2025-01-03,20.3
2025-01-04,27.4
2025-01-05,19.1
2025-01-06,21.3
2025-01-07,29.6
2025-01-08,27.7
2025-01-09,30.2
2025-01-10,23.2
2025-01-11,19.6
2025-01-12,23.2
2025-01-13,24.6
2025-01-14,24.5
2025-01-15,28.7
2025-01-16,22.7
2025-01-17,25.6
2025-01-18,20.2
2025-01-19,26.0
2025-01-20,24.3
2025-01-21,21.3
2025-01-22,23.4
2025-01-23,23.6
2025-01-24,23.4
2025-01-25,31.6
2025-01-26,24.2
2025-01-27,23.7
2025-01-28,16.4
2025-01-29,21.3
2025-01-30,23.9
2025-01-31,22.3
2025-02-01,30.7
2025-02-02,24.7
2025-02-03,30.6
2025-02-04,25.9
2025-02-05,25.9
2025-02-06,25.6
2025-02-07,26.1
2025-02-08,33.1
2025-02-09,17.1
2025-02-10,18.6
2025-02-11,24.6
2025-02-12,27.0
2025-02-13,30.0
2025-02-14,29.3
2025-02-15,26.1
2025-02-16,31.9
2025-02-17,32.2
2025-02-18,29.0
2025-02-19,32.4
2025-02-20,29.9
2025-02-21,26.8
2025-02-22,32.1
2025-02-23,30.0
2025-02-24,29.8
2025-02-25,36.0
2025-02-26,20.6
2025-02-27,25.0
2025-02-28,26.2
2025-03-01,29.8
2025-03-02,30.6
2025-03-03,25.9
2025-03-04,28.3
2025-03-05,29.1
2025-03-06,42.7
2025-03-07,40.4
2025-03-08,31.9
2025-03-09,32.4
2025-03-10,29.6
2025-03-11,26.9
2025-03-12,34.4
2025-03-13,31.2
2025-03-14,35.3
2025-03-15,29.6
2025-03-16,33.3
2025-03-17,37.3
2025-03-18,38.5
2025-03-19,39.1
2025-03-20,32.5
2025-03-21,41.6
2025-03-22,35.4
2025-03-23,41.5
2025-03-24,39.3
2025-03-25,34.3
2025-03-26,38.9
2025-03-27,42.0
2025-03-28,43.4
2025-03-29,40.8
2025-03-30,47.9
2025-03-31,46.3
2025-04-01,41.6
2025-04-02,46.1
2025-04-03,51.2
2025-04-04,51.7
2025-04-05,39.4
2025-04-06,41.0
2025-04-07,51.1
2025-04-08,41.4
2025-04-09,40.7
2025-04-10,44.5
2025-04-11,48.5
2025-04-12,46.9
2025-04-13,45.1
2025-04-14,45.5
2025-04-15,45.7
2025-04-16,45.5
2025-04-17,58.6
2025-04-18,51.1
2025-04-19,53.8
2025-04-20,48.8
2025-04-21,50.4
2025-04-22,48.7
2025-04-23,41.4
2025-04-24,46.9
2025-04-25,45.6
2025-04-26,44.3
2025-04-27,48.9
2025-04-28,59.4
2025-04-29,54.4
2025-04-30,60.1
2025-05-01,57.0
2025-05-02,58.9
2025-05-03,52.6
2025-05-04,58.7
2025-05-05,60.0
2025-05-06,55.1
2025-05-07,60.1
2025-05-08,60.5
2025-05-09,56.5
2025-05-10,54.6
2025-05-11,54.7
2025-05-12,60.2
2025-05-13,61.5
2025-05-14,57.4
2025-05-15,61.1
2025-05-16,63.6
2025-05-17,64.2
2025-05-18,68.3
2025-05-19,67.6
2025-05-20,58.8
2025-05-21,69.9
2025-05-22,61.4
2025-05-23,68.1
2025-05-24,64.5
2025-05-25,62.9
2025-05-26,57.7
2025-05-27,64.6
2025-05-28,59.3
2025-05-29,69.8
2025-05-30,72.3
2025-05-31,63.3
2025-06-01,68.0
2025-06-02,64.2
2025-06-03,64.9
2025-06-04,70.8
2025-06-05,67.9
2025-06-06,75.2
2025-06-07,66.6
2025-06-08,72.8
2025-06-09,69.5
2025-06-10,72.5
2025-06-11,67.8
2025-06-12,69.6
2025-06-13,69.6
2025-06-14,67.0
2025-06-15,73.2
2025-06-16,73.4
2025-06-17,73.3
2025-06-18,77.3
2025-06-19,77.2
2025-06-20,70.1
2025-06-21,73.2
2025-06-22,69.4
2025-06-23,72.2
