date,flu_index
2023-07-26,0.12
2023-07-27,0.37
2023-07-28,0.26
2023-07-29,0.77
2023-07-30,0.0
2023-07-31,0.0
2023-08-01,0.0
2023-08-02,0.26
2023-08-03,0.2
2023-08-04,0.04
2023-08-05,0.0
2023-08-06,0.31
2023-08-07,0.0
2023-08-08,0.46
2023-08-09,1.14
2023-08-10,0.15
2023-08-11,0.23
2023-08-12,0.0
2023-08-13,0.0
2023-08-14,0.0
2023-08-15,0.0
2023-08-16,0.0
2023-08-17,0.69
2023-08-18,0.11
2023-08-19,0.15
2023-08-20,0.0
2023-08-21,0.0
2023-08-22,0.39
2023-08-23,0.0
2023-08-24,0.21
2023-08-25,0.0
2023-08-26,0.0
2023-08-27,0.0
2023-08-28,0.0
2023-08-29,0.0
2023-08-30,0.02
2023-08-31,0.0
2023-09-01,0.0
2023-09-02,0.02
2023-09-03,0.0
2023-09-04,0.0
2023-09-05,0.17
2023-09-06,0.16
2023-09-07,0.0
2023-09-08,0.07
2023-09-09,0.42
2023-09-10,0.32
2023-09-11,0.0
2023-09-12,0.0
2023-09-13,0.0
2023-09-14,0.21
2023-09-15,0.1
2023-09-16,0.28
2023-09-17,0.08
2023-09-18,0.36
2023-09-19,0.08
2023-09-20,0.36
2023-09-21,0.4
2023-09-22,0.0
2023-09-23,0.0
2023-09-24,0.68
2023-09-25,0.18
2023-09-26,0.0
2023-09-27,0.0
2023-09-28,0.41
2023-09-29,0.0
2023-09-30,0.0
2023-10-01,0.69
2023-10-02,0.0
2023-10-03,0.0
2023-10-04,0.25
2023-10-05,0.34
2023-10-06,0.4
2023-10-07,0.58
2023-10-08,0.31
2023-10-09,0.45
2023-10-10,0.17
2023-10-11,0.32
2023-10-12,0.36
2023-10-13,0.42
2023-10-14,0.67
2023-10-15,0.61
2023-10-16,0.43
2023-10-17,0.12
2023-10-18,0.5
2023-10-19,0.49
2023-10-20,0.61
2023-10-21,1.45
2023-10-22,0.4
2023-10-23,0.81
2023-10-24,1.11
2023-10-25,0.76
2023-10-26,1.7
2023-10-27,0.66
2023-10-28,0.99
2023-10-29,0.58
2023-10-30,0.81
2023-10-31,1.1
2023-11-01,1.39
2023-11-02,1.24
2023-11-03,1.67
2023-11-04,1.19
2023-11-05,1.15
2023-11-06,2.43
2023-11-07,1.57
2023-11-08,1.19
2023-11-09,1.26
2023-11-10,1.23
2023-11-11,2.06
2023-11-12,1.61
2023-11-13,1.88
2023-11-14,1.88
2023-11-15,2.28
2023-11-16,1.72
2023-11-17,1.71
2023-11-18,2.32
2023-11-19,2.55
2023-11-20,2.53
2023-11-21,2.16
2023-11-22,2.85
2023-11-23,2.37
2023-11-24,2.55
2023-11-25,2.47
2023-11-26,3.47
2023-11-27,3.3
2023-11-28,3.38
2023-11-29,3.74
2023-11-30,4.46
2023-12-01,2.75
2023-12-02,3.24
2023-12-03,3.4
2023-12-04,3.41
2023-12-05,3.42
2023-12-06,3.83
2023-12-07,3.57
2023-12-08,4.3
2023-12-09,4.29
2023-12-10,4.57
2023-12-11,4.69
2023-12-12,4.83
2023-12-13,4.55
2023-12-14,5.65
2023-12-15,5.01
2023-12-16,4.27
2023-12-17,4.72
2023-12-18,4.53
2023-12-19,5.34
2023-12-20,5.39
2023-12-21,5.36
2023-12-22,6.45
2023-12-23,5.97
2023-12-24,6.14
2023-12-25,5.57
2023-12-26,5.65
2023-12-27,6.16
2023-12-28,6.31
2023-12-29,5.59
2023-12-30,6.35
2023-12-31,6.52
2024-01-01,9.85
2024-01-02,9.74
2024-01-03,9.98
2024-01-04,10.24
2024-01-05,10.47
2024-01-06,10.79
2024-01-07,11.09
2024-01-08,10.65
2024-01-09,10.69
2024-01-10,11.15
2024-01-11,11.32
2024-01-12,10.99
2024-01-13,11.57
2024-01-14,11.73
2024-01-15,11.93
2024-01-16,12.2
2024-01-17,11.21
2024-01-18,11.63
2024-01-19,11.69
2024-01-20,11.7
2024-01-21,11.53
2024-01-22,11.24
2024-01-23,11.91
2024-01-24,11.6
2024-01-25,11.97
2024-01-26,11.64
2024-01-27,11.54
2024-01-28,12.08
2024-01-29,12.06
2024-01-30,12.23
2024-01-31,12.87
2024-02-01,12.1
2024-02-02,12.17
2024-02-03,11.53
2024-02-04,11.42
2024-02-05,12.54
2024-02-06,11.5
2024-02-07,11.41
2024-02-08,11.77
2024-02-09,11.7
2024-02-10,11.32
2024-02-11,11.5
2024-02-12,12.05
2024-02-13,11.17
2024-02-14,10.86
2024-02-15,11.71
2024-02-16,11.45
2024-02-17,10.92
2024-02-18,10.44
2024-02-19,10.68
2024-02-20,10.85
2024-02-21,11.24
2024-02-22,10.25
2024-02-23,10.52
2024-02-24,10.7
2024-02-25,9.36
2024-02-26,10.61
2024-02-27,9.59
2024-02-28,10.07
2024-02-29,9.9
2024-03-01,10.1
2024-03-02,9.75
2024-03-03,8.44
2024-03-04,8.94
2024-03-05,9.16
2024-03-06,8.88
2024-03-07,9.0
2024-03-08,8.97
2024-03-09,8.75
2024-03-10,8.27
2024-03-11,7.46
2024-03-12,7.86
2024-03-13,8.05
2024-03-14,7.29
2024-03-15,7.82
2024-03-16,7.77
2024-03-17,7.3
2024-03-18,5.86
2024-03-19,6.42
2024-03-20,7.52
2024-03-21,6.39
2024-03-22,5.65
2024-03-23,6.78
2024-03-24,6.13
2024-03-25,6.41
2024-03-26,5.92
2024-03-27,5.84
2024-03-28,5.65
2024-03-29,5.63
2024-03-30,6.11
2024-03-31,5.43
2024-04-01,4.26
2024-04-02,4.92
2024-04-03,5.06
2024-04-04,4.94
2024-04-05,4.14
2024-04-06,4.64
2024-04-07,4.4
2024-04-08,4.92
2024-04-09,3.46
2024-04-10,3.43
2024-04-11,3.38
2024-04-12,3.17
2024-04-13,2.89
2024-04-14,2.02
2024-04-15,2.83
2024-04-16,3.03
2024-04-17,2.57
2024-04-18,3.43
2024-04-19,2.55
2024-04-20,2.96
2024-04-21,2.44
2024-04-22,2.57
2024-04-23,2.25
2024-04-24,2.59
2024-04-25,1.97
2024-04-26,2.06
2024-04-27,1.92
2024-04-28,1.57
2024-04-29,1.77
2024-04-30,2.42
2024-05-01,1.34
2024-05-02,1.54
2024-05-03,1.8
2024-05-04,1.69
2024-05-05,1.17
2024-05-06,0.15
2024-05-07,1.25
2024-05-08,0.09
2024-05-09,1.51
2024-05-10,0.94
2024-05-11,1.22
2024-05-12,0.41
2024-05-13,0.1
2024-05-14,0.78
2024-05-15,0.62
2024-05-16,0.4
2024-05-17,0.59
2024-05-18,1.62
2024-05-19,0.81
2024-05-20,0.87
2024-05-21,0.75
2024-05-22,0.98
2024-05-23,0.28
2024-05-24,0.0
2024-05-25,0.23
2024-05-26,0.61
2024-05-27,0.0
2024-05-28,0.17
2024-05-29,0.0
2024-05-30,0.8
2024-05-31,0.48
2024-06-01,0.43
2024-06-02,0.4
2024-06-03,0.12
2024-06-04,0.21
2024-06-05,0.0
2024-06-06,0.0
2024-06-07,0.15
2024-06-08,0.21
2024-06-09,0.56
2024-06-10,0.7
2024-06-11,0.69
2024-06-12,0.0
2024-06-13,0.0
2024-06-14,0.23
2024-06-15,1.05
2024-06-16,0.63
2024-06-17,0.48
2024-06-18,0.0
2024-06-19,0.0
2024-06-20,0.33
2024-06-21,0.0
2024-06-22,0.0
2024-06-23,0.0
2024-06-24,0.65
2024-06-25,0.0
2024-06-26,0.0
2024-06-27,0.21
2024-06-28,0.0
2024-06-29,0.02
2024-06-30,0.0
2024-07-01,0.0
2024-07-02,0.32
2024-07-03,0.0
2024-07-04,0.0
2024-07-05,0.27
2024-07-06,0.0
2024-07-07,0.0
2024-07-08,0.27
2024-07-09,0.45
2024-07-10,0.0
2024-07-11,0.0
2024-07-12,0.28
2024-07-13,0.0
2024-07-14,0.12
2024-07-15,0.0
2024-07-16,0.0
2024-07-17,0.0
2024-07-18,0.0
2024-07-19,0.0
2024-07-20,0.24
2024-07-21,0.0
2024-07-22,0.39
2024-07-23,0.11
2024-07-24,0.0
2024-07-25,0.0
2024-07-26,0.0
2024-07-27,0.12
2024-07-28,0.0
2024-07-29,0.0
2024-07-30,0.0
2024-07-31,0.0
2024-08-01,0.63
2024-08-02,0.0
2024-08-03,0.0
2024-08-04,0.44
2024-08-05,0.54
2024-08-06,0.0
2024-08-07,0.0
2024-08-08,0.25
2024-08-09,0.0
2024-08-10,0.0
2024-08-11,0.0
2024-08-12,0.62
2024-08-13,0.0
2024-08-14,0.04
2024-08-15,0.45
2024-08-16,0.84
2024-08-17,0.0
2024-08-18,0.0
2024-08-19,0.73
2024-08-20,0.0
2024-08-21,0.41
2024-08-22,0.0
2024-08-23,0.04
2024-08-24,0.0
2024-08-25,0.0
2024-08-26,0.0
2024-08-27,0.11
2024-08-28,0.4
2024-08-29,0.0
2024-08-30,0.03
2024-08-31,0.23
2024-09-01,0.0
2024-09-02,0.3
2024-09-03,0.34
2024-09-04,1.05
2024-09-05,0.0
2024-09-06,0.0
2024-09-07,0.32
2024-09-08,0.34
2024-09-09,0.0
2024-09-10,0.0
2024-09-11,0.24
2024-09-12,0.0
2024-09-13,0.0
2024-09-14,0.07
2024-09-15,0.44
2024-09-16,0.0
2024-09-17,0.0
2024-09-18,0.0
2024-09-19,0.0
2024-09-20,0.0
2024-09-21,0.02
2024-09-22,0.0
2024-09-23,0.0
2024-09-24,0.0
2024-09-25,0.0
2024-09-26,0.66
2024-09-27,0.41
2024-09-28,0.17
2024-09-29,0.0
2024-09-30,0.02
2024-10-01,0.35
2024-10-02,0.47
2024-10-03,0.0
2024-10-04,0.29
2024-10-05,0.0
2024-10-06,0.41
2024-10-07,0.65
2024-10-08,0.27
2024-10-09,1.13
2024-10-10,0.09
2024-10-11,0.56
2024-10-12,0.49
2024-10-13,0.5
2024-10-14,0.54
2024-10-15,0.67
2024-10-16,1.0
2024-10-17,1.26
2024-10-18,0.76
2024-10-19,1.13
2024-10-20,0.58
2024-10-21,1.22
2024-10-22,0.66
2024-10-23,1.46
2024-10-24,1.97
2024-10-25,1.1
2024-10-26,0.34
2024-10-27,1.06
2024-10-28,1.85
2024-10-29,1.65
2024-10-30,1.6
2024-10-31,1.99
2024-11-01,1.86
2024-11-02,2.24
2024-11-03,2.2
2024-11-04,2.54
2024-11-05,2.16
2024-11-06,2.48
2024-11-07,2.09
2024-11-08,2.07
2024-11-09,3.1
2024-11-10,2.61
2024-11-11,2.95
2024-11-12,2.79
2024-11-13,2.62
2024-11-14,2.98
2024-11-15,3.67
2024-11-16,3.44
2024-11-17,2.65
2024-11-18,3.38
2024-11-19,4.31
2024-11-20,3.64
2024-11-21,3.14
2024-11-22,4.75
2024-11-23,4.41
2024-11-24,4.25
2024-11-25,4.27
2024-11-26,5.0
2024-11-27,4.49
2024-11-28,5.32
2024-11-29,5.22
2024-11-30,5.25
2024-12-01,5.37
2024-12-02,5.39
2024-12-03,6.04
2024-12-04,5.43
2024-12-05,5.28
2024-12-06,6.34
2024-12-07,6.5
2024-12-08,6.6
2024-12-09,6.73
2024-12-10,6.6
2024-12-11,7.2
2024-12-12,7.03
2024-12-13,7.01
2024-12-14,7.24
2024-12-15,8.34
2024-12-16,6.99
2024-12-17,8.04
2024-12-18,7.33
2024-12-19,8.12
2024-12-20,8.14
2024-12-21,7.63
2024-12-22,8.78
2024-12-23,8.62
2024-12-24,8.08
2024-12-25,9.4
2024-12-26,9.79
2024-12-27,9.95
2024-12-28,9.64
2024-12-29,9.65
2024-12-30,10.3
2024-12-31,10.58
2025-01-01,6.08
2025-01-02,5.33
2025-01-03,5.86
2025-01-04,6.02
2025-01-05,5.19
2025-01-06,6.17
2025-01-07,6.95
2025-01-08,6.36
2025-01-09,6.75
2025-01-10,6.29
2025-01-11,6.24
2025-01-12,6.48
2025-01-13,6.05
2025-01-14,6.04
2025-01-15,6.97
2025-01-16,7.06
2025-01-17,6.15
2025-01-18,6.97
2025-01-19,6.58
2025-01-20,6.79
2025-01-21,6.86
2025-01-22,7.1
2025-01-23,6.76
2025-01-24,7.31
2025-01-25,6.89
2025-01-26,7.03
2025-01-27,6.45
2025-01-28,7.66
2025-01-29,6.99
2025-01-30,7.09
2025-01-31,6.16
2025-02-01,6.46
2025-02-02,7.28
2025-02-03,6.89
2025-02-04,6.0
2025-02-05,7.16
2025-02-06,6.51
2025-02-07,7.27
2025-02-08,6.64
2025-02-09,6.73
2025-02-10,7.09
2025-02-11,6.23
2025-02-12,6.15
2025-02-13,6.43
2025-02-14,6.8
2025-02-15,5.89
2025-02-16,5.71
2025-02-17,6.66
2025-02-18,6.03
2025-02-19,6.06
2025-02-20,5.42
2025-02-21,5.83
2025-02-22,6.04
2025-02-23,6.35
2025-02-24,5.6
2025-02-25,6.51
2025-02-26,5.5
2025-02-27,5.43
2025-02-28,6.25
2025-03-01,5.64
2025-03-02,5.26
2025-03-03,5.34
2025-03-04,5.86
2025-03-05,5.83
2025-03-06,4.83
2025-03-07,5.06
2025-03-08,5.03
2025-03-09,4.51
2025-03-10,4.8
2025-03-11,4.74
2025-03-12,5.1
2025-03-13,5.04
2025-03-14,4.34
2025-03-15,4.29
2025-03-16,4.55
2025-03-17,3.96
2025-03-18,4.34
2025-03-19,3.98
2025-03-20,3.54
2025-03-21,3.45
2025-03-22,4.32
2025-03-23,3.59
2025-03-24,4.22
2025-03-25,3.27
2025-03-26,3.5
2025-03-27,4.25
2025-03-28,2.78
2025-03-29,2.36
2025-03-30,3.55
2025-03-31,2.61
2025-04-01,2.85
2025-04-02,2.54
2025-04-03,2.8
2025-04-04,2.23
2025-04-05,2.45
2025-04-06,2.62
2025-04-07,1.96
2025-04-08,2.0
2025-04-09,2.07
2025-04-10,1.56
2025-04-11,1.89
2025-04-12,2.03
2025-04-13,1.75
2025-04-14,1.73
2025-04-15,1.76
2025-04-16,1.44
2025-04-17,1.91
2025-04-18,2.14
2025-04-19,1.32
2025-04-20,1.64
2025-04-21,1.29
2025-04-22,1.47
2025-04-23,1.89
2025-04-24,1.42
2025-04-25,0.45
2025-04-26,1.29
2025-04-27,1.55
2025-04-28,0.92
2025-04-29,1.35
2025-04-30,0.63
2025-05-01,0.27
2025-05-02,0.88
2025-05-03,0.08
2025-05-04,0.64
2025-05-05,1.21
2025-05-06,0.0
2025-05-07,0.11
2025-05-08,0.18
2025-05-09,0.53
2025-05-10,0.38
2025-05-11,1.05
2025-05-12,0.85
2025-05-13,0.63
2025-05-14,0.47
2025-05-15,0.54
2025-05-16,0.01
2025-05-17,0.68
2025-05-18,0.0
2025-05-19,0.63
2025-05-20,0.75
2025-05-21,0.34
2025-05-22,0.16
2025-05-23,0.38
2025-05-24,0.0
2025-05-25,0.31
2025-05-26,0.13
2025-05-27,0.14
2025-05-28,0.43
2025-05-29,0.11
2025-05-30,0.0
2025-05-31,0.06
2025-06-01,0.13
2025-06-02,0.14
2025-06-03,0.15
2025-06-04,0.49
2025-06-05,0.0
2025-06-06,0.14
2025-06-07,0.57
2025-06-08,0.0
2025-06-09,0.12
2025-06-10,0.0
2025-06-11,0.0
2025-06-12,0.0
2025-06-13,0.0
2025-06-14,0.76
2025-06-15,0.0
2025-06-16,0.0
2025-06-17,0.0
2025-06-18,0.71
2025-06-19,0.0
2025-06-20,0.0
2025-06-21,0.0
2025-06-22,0.0
2025-06-23,0.0
